# unique_item_name_map.tsv - auto-generated by ggpk-tools/PoeDataExtract
# source: 4-way join Words + UniqueStashLayout + ItemVisualIdentity + BaseItemTypes (.datc64)
# columns: metadata_path	unique_name
# generated: 2026-07-08T22:58:29Z
Metadata/Items/Weapons/TwoHandWeapons/Talismans/TalismanVerisium2b	Spiteful Floret
Metadata/Items/Weapons/TwoHandWeapons/Talismans/TalismanVerisium4a	Hysseg's Claw
Metadata/Items/Weapons/TwoHandWeapons/Talismans/TalismanVerisium4b	Hysseg's Claw
Metadata/Items/Weapons/TwoHandWeapons/Talismans/TalismanVerisium8	The Flesh Poppet
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace3Endgame	Frostbreath
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace6Endgame	Seeing Stars
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace2Endgame	Wylund's Stake
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace5Endgame	Sculpted Suffering
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace7Endgame	Nebuloch
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace3Endgame	Trephina
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace6Endgame	Shyaba
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace2Endgame	Hrimnor's Hymn
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace5Endgame	The Empty Roar
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace8Endgame	Quecholli
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace7Endgame	Chober Chaber
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace10Endgame	Marohi Erqi
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMaceUnique1	Marohi Erqi
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMaceUnique1VerisiumUnique1	Marohi Erqi
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMaceUnique1VerisiumUnique2	Marohi Erqi
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMaceUnique1VerisiumUnique3	Marohi Erqi
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMaceUnique1VerisiumUnique4	Marohi Erqi
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff3Endgame	The Sentry
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff5Endgame	Matsya
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff2Endgame	Pillar of the Caged God
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow2Endgame	Quill Rain
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow5Endgame	Doomfletch
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow3Endgame	Ironbound
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow6Endgame	Death's Harp
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow7Endgame	Voltaxic Rift
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow8Endgame	Slivertongue
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow9Endgame	Fairgraves' Curse
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBowUnique1	Quill Rain
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow2Endgame	Rampart Raptor
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow5Endgame	Double Vision
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow14Endgame	Redemption
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear2Endgame	Tyranny's Grip
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear4Endgame	Skysliver
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear6Endgame	Tangletongue
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear3Endgame	Chainsting
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear5Endgame	Daevata's Wind
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear7Endgame	Saitha's Spear
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman2Endgame	Spiteful Floret
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman4Endgame	Hysseg's Claw
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman8Endgame	The Flesh Poppet
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman10Endgame	Surge of the Tide
Metadata/Items/Armours/BodyArmours/FourBodyStr1VerisiumUnique1	Bramblejack
Metadata/Items/Armours/BodyArmours/FourBodyStr3VerisiumUnique1	Edyrn's Tusks
Metadata/Items/Armours/BodyArmours/FourBodyStr4VerisiumUnique1	The Immortan
Metadata/Items/Armours/BodyArmours/FourBodyStr5VerisiumUnique1	Titanrot Cataphract
Metadata/Items/Armours/BodyArmours/FourBodyStr6VerisiumUnique1	Wandering Reliquary
Metadata/Items/Armours/BodyArmours/FourBodyStr7VerisiumUnique1	Kingsguard
Metadata/Items/Armours/BodyArmours/FourBodyStr8VerisiumUnique1	Greed's Embrace
Metadata/Items/Armours/BodyArmours/FourBodyDex1VerisiumUnique1	Bristleboar
Metadata/Items/Armours/BodyArmours/FourBodyDex2VerisiumUnique1	Foxshade
Metadata/Items/Armours/BodyArmours/FourBodyDex3VerisiumUnique1	Ashrend
Metadata/Items/Armours/BodyArmours/FourBodyDex4VerisiumUnique1	Sands of Silk
Metadata/Items/Armours/BodyArmours/FourBodyDex5VerisiumUnique1	Briskwrap
Metadata/Items/Armours/BodyArmours/FourBodyDex6VerisiumUnique1	Dustbloom
Metadata/Items/Armours/BodyArmours/FourBodyDex7VerisiumUnique1	The Rat Cage
Metadata/Items/Armours/BodyArmours/FourBodyDex8VerisiumUnique1	Quatl's Molt
Metadata/Items/Armours/BodyArmours/FourBodyDex10VerisiumUnique1	Queen of the Forest
Metadata/Items/Armours/BodyArmours/FourBodyDex11VerisiumUnique1	Yriel's Fostering
Metadata/Items/Armours/BodyArmours/FourBodyDex15VerisiumUnique1	Hyrri's Ire
Metadata/Items/Armours/BodyArmours/FourBodyInt1VerisiumUnique1	Ghostwrithe
Metadata/Items/Armours/BodyArmours/FourBodyInt2VerisiumUnique1	Bitterbloom
Metadata/Items/Armours/BodyArmours/FourBodyInt3VerisiumUnique1	The Black Doubt
Metadata/Items/Armours/BodyArmours/FourBodyInt4VerisiumUnique1	Necromantle
Metadata/Items/Armours/BodyArmours/FourBodyInt5VerisiumUnique1	Cloak of Flame
Metadata/Items/Armours/BodyArmours/FourBodyInt6VerisiumUnique1	Prayers for Rain
Metadata/Items/Armours/BodyArmours/FourBodyInt7VerisiumUnique1	Tetzlapokal's Desire
Metadata/Items/Armours/BodyArmours/FourBodyInt8VerisiumUnique1	The Covenant
Metadata/Items/Armours/BodyArmours/FourBodyInt9VerisiumUnique1	Gloamgown
Metadata/Items/Armours/BodyArmours/FourBodyInt12VerisiumUnique1	Vis Mortis
Metadata/Items/Armours/BodyArmours/FourBodyInt13VerisiumUnique1	Cloak of Defiance
Metadata/Items/Armours/BodyArmours/FourBodyInt14VerisiumUnique1	Silks of Veneration
Metadata/Items/Armours/BodyArmours/FourBodyStrDex1VerisiumUnique1	Coat of Red
Metadata/Items/Armours/BodyArmours/FourBodyStrDex2VerisiumUnique1	The Barrow Dweller
Metadata/Items/Armours/BodyArmours/FourBodyStrDex3VerisiumUnique1	Irongrasp
Metadata/Items/Armours/BodyArmours/FourBodyStrDex4VerisiumUnique1	Pariah's Embrace
Metadata/Items/Armours/BodyArmours/FourBodyStrDex5VerisiumUnique1	Belly of the Beast
Metadata/Items/Armours/BodyArmours/FourBodyStrDex6VerisiumUnique1	Doryani's Prototype
Metadata/Items/Armours/BodyArmours/FourBodyStrDex7VerisiumUnique1	Widow's Reign
Metadata/Items/Armours/BodyArmours/FourBodyStrDex8VerisiumUnique1	Lightning Coil
Metadata/Items/Armours/BodyArmours/FourBodyStrDex11VerisiumUnique1	The Coming Calamity
Metadata/Items/Armours/BodyArmours/FourBodyStrInt1VerisiumUnique1	Enfolding Dawn
Metadata/Items/Armours/BodyArmours/FourBodyStrInt3VerisiumUnique1	Icetomb
Metadata/Items/Armours/BodyArmours/FourBodyStrInt4VerisiumUnique1	Husk of Dreams
Metadata/Items/Armours/BodyArmours/FourBodyStrInt5VerisiumUnique1	Voll's Protector
Metadata/Items/Armours/BodyArmours/FourBodyStrInt6VerisiumUnique1	Soul Mantle
Metadata/Items/Armours/BodyArmours/FourBodyStrInt7VerisiumUnique1	The Mutable Star
Metadata/Items/Armours/BodyArmours/FourBodyStrInt8VerisiumUnique1	Waveshaper
Metadata/Items/Armours/BodyArmours/FourBodyStrInt9VerisiumUnique1	Couture of Crimson
Metadata/Items/Armours/BodyArmours/FourBodyStrInt11VerisiumUnique1	Geofri's Sanctuary
Metadata/Items/Armours/BodyArmours/FourBodyStrInt11VerisiumUnique2	Geofri's Sanctuary
Metadata/Items/Armours/BodyArmours/FourBodyStrInt11VerisiumUnique3	Geofri's Sanctuary
Metadata/Items/Armours/BodyArmours/FourBodyStrInt12VerisiumUnique1	Sacrosanctum
Metadata/Items/Armours/BodyArmours/FourBodyStrIntUnique1VerisiumUnique1	Loreweave
Metadata/Items/Armours/BodyArmours/FourBodyStrIntUnique2VerisiumUnique1	Loreweave
Metadata/Items/Armours/BodyArmours/FourBodyDexInt1VerisiumUnique1	Apron of Emiran
Metadata/Items/Armours/BodyArmours/FourBodyDexInt2VerisiumUnique1	Gloomform
Metadata/Items/Armours/BodyArmours/FourBodyDexInt3VerisiumUnique1	Sierran Inheritance
Metadata/Items/Armours/BodyArmours/FourBodyDexInt4VerisiumUnique1	The Dancing Mirage
Metadata/Items/Armours/BodyArmours/FourBodyDexInt5VerisiumUnique1	Redflare Conduit
Metadata/Items/Armours/BodyArmours/FourBodyDexInt6VerisiumUnique1	Zerphi's Serape
Metadata/Items/Armours/BodyArmours/FourBodyDexInt13VerisiumUnique1	Cospri's Will
Metadata/Items/Armours/BodyArmours/FourBodyStrDexInt1VerisiumUnique1	Tabula Rasa
Metadata/Items/Armours/BodyArmours/FourBodyStrDexInt2VerisiumUnique1	Atziri's Splendour
Metadata/Items/Armours/Helmets/FourHelmetStr2VerisiumUnique1	Ezomyte Peak
Metadata/Items/Armours/Helmets/FourHelmetStr3VerisiumUnique1	Black Sun Crest
Metadata/Items/Armours/Helmets/FourHelmetStr4VerisiumUnique1	Thrillsteel
Metadata/Items/Armours/Helmets/FourHelmetStr5VerisiumUnique1	Deidbell
Metadata/Items/Armours/Helmets/FourHelmetStr6VerisiumUnique1	Corona of the Red Sun
Metadata/Items/Armours/Helmets/FourHelmetStr8VerisiumUnique1	Blood Price
Metadata/Items/Armours/Helmets/FourHelmetDex1VerisiumUnique1	Innsmouth
Metadata/Items/Armours/Helmets/FourHelmetDex2VerisiumUnique1	Goldrim
Metadata/Items/Armours/Helmets/FourHelmetDex5VerisiumUnique1	Elevore
Metadata/Items/Armours/Helmets/FourHelmetDex6VerisiumUnique1	Constricting Command
Metadata/Items/Armours/Helmets/FourHelmetDex7VerisiumUnique1	The Black Insignia
Metadata/Items/Armours/Helmets/FourHelmetDex8VerisiumUnique1	Starkonja's Head
Metadata/Items/Armours/Helmets/FourHelmetDex9VerisiumUnique1	Heatshiver
Metadata/Items/Armours/Helmets/FourHelmetDex10VerisiumUnique1	Myris Uxor
Metadata/Items/Armours/Helmets/FourHelmetDex11VerisiumUnique1	Alpha's Howl
Metadata/Items/Armours/Helmets/FourHelmetInt1VerisiumUnique1	Crown of Thorns
Metadata/Items/Armours/Helmets/FourHelmetInt2VerisiumUnique1	The Devouring Diadem
Metadata/Items/Armours/Helmets/FourHelmetInt3VerisiumUnique1	Visage of Ayah
Metadata/Items/Armours/Helmets/FourHelmetInt4VerisiumUnique1	Forbidden Gaze
Metadata/Items/Armours/Helmets/FourHelmetInt5VerisiumUnique1	Mask of the Stitched Demon
Metadata/Items/Armours/Helmets/FourHelmetInt6VerisiumUnique1	Atziri's Disdain
Metadata/Items/Armours/Helmets/FourHelmetInt7VerisiumUnique1	Crown of Eyes
Metadata/Items/Armours/Helmets/FourHelmetInt8VerisiumUnique1	Scold's Bridle
Metadata/Items/Armours/Helmets/FourHelmetInt11VerisiumUnique1	Indigon
Metadata/Items/Armours/Helmets/FourHelmetStrDex1VerisiumUnique1	Greymake
Metadata/Items/Armours/Helmets/FourHelmetStrDex2VerisiumUnique1	Erian's Cobble
Metadata/Items/Armours/Helmets/FourHelmetStrDex3VerisiumUnique1	Ironride
Metadata/Items/Armours/Helmets/FourHelmetStrDex4VerisiumUnique1	The Smiling Knight
Metadata/Items/Armours/Helmets/FourHelmetStrDex5VerisiumUnique1	The Vile Knight
Metadata/Items/Armours/Helmets/FourHelmetStrDex7VerisiumUnique1	The Bringer of Rain
Metadata/Items/Armours/Helmets/FourHelmetStrInt1VerisiumUnique1	Crown of the Victor
Metadata/Items/Armours/Helmets/FourHelmetStrInt2VerisiumUnique1	Bronzebeard
Metadata/Items/Armours/Helmets/FourHelmetStrInt3VerisiumUnique1	Crown of the Pale King
Metadata/Items/Armours/Helmets/FourHelmetStrInt4VerisiumUnique1	Veil of the Night
Metadata/Items/Armours/Helmets/FourHelmetStrInt5VerisiumUnique1	Cornathaum
Metadata/Items/Armours/Helmets/FourHelmetStrInt6VerisiumUnique1	The Deepest Tower
Metadata/Items/Armours/Helmets/FourHelmetStrInt6VerisiumUnique2	The Deepest Tower
Metadata/Items/Armours/Helmets/FourHelmetStrInt6VerisiumUnique3	The Deepest Tower
Metadata/Items/Armours/Helmets/FourHelmetDexInt1VerisiumUnique1	The Hollow Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt2VerisiumUnique1	Mask of the Sanguimancer
Metadata/Items/Armours/Helmets/FourHelmetDexInt3VerisiumUnique1	Leer Cast
Metadata/Items/Armours/Helmets/FourHelmetDexInt4VerisiumUnique1	Atsak's Sight
Metadata/Items/Armours/Helmets/FourHelmetDexInt5VerisiumUnique1	The Vertex
Metadata/Items/Armours/Helmets/FourHelmetDexInt6VerisiumUnique1	The Three Dragons
Metadata/Items/Armours/Helmets/FourHelmetDexInt8VerisiumUnique1	Mind of the Council
Metadata/Items/Armours/Gloves/FourGlovesStr1VerisiumUnique1	Facebreaker
Metadata/Items/Armours/Gloves/FourGlovesStr2VerisiumUnique1	Treefingers
Metadata/Items/Armours/Gloves/FourGlovesStr3VerisiumUnique1	Lochtonial Caress
Metadata/Items/Armours/Gloves/FourGlovesStr4VerisiumUnique1	Dreadfist
Metadata/Items/Armours/Gloves/FourGlovesStr5VerisiumUnique1	Atziri's Acuity
Metadata/Items/Armours/Gloves/FourGlovesStr7VerisiumUnique1	Empire's Grasp
Metadata/Items/Armours/Gloves/FourGlovesDex1VerisiumUnique1	Northpaw
Metadata/Items/Armours/Gloves/FourGlovesDex2VerisiumUnique1	Grip of Winter
Metadata/Items/Armours/Gloves/FourGlovesDex4VerisiumUnique1	Idle Hands
Metadata/Items/Armours/Gloves/FourGlovesDex5VerisiumUnique1	Snakebite
Metadata/Items/Armours/Gloves/FourGlovesDex6VerisiumUnique1	Maligaro's Virtuosity
Metadata/Items/Armours/Gloves/FourGlovesInt1VerisiumUnique1	Painter's Servant
Metadata/Items/Armours/Gloves/FourGlovesInt2VerisiumUnique1	Candlemaker
Metadata/Items/Armours/Gloves/FourGlovesInt3VerisiumUnique1	Doedre's Tenure
Metadata/Items/Armours/Gloves/FourGlovesInt4VerisiumUnique1	Kitoko's Current
Metadata/Items/Armours/Gloves/FourGlovesInt5VerisiumUnique1	Demon Stitcher
Metadata/Items/Armours/Gloves/FourGlovesInt6VerisiumUnique1	Nightscale
Metadata/Items/Armours/Gloves/FourGlovesInt7VerisiumUnique1	Leopold's Applause
Metadata/Items/Armours/Gloves/FourGlovesStrDex1VerisiumUnique1	Jarngreipr
Metadata/Items/Armours/Gloves/FourGlovesStrDex2VerisiumUnique1	Aurseize
Metadata/Items/Armours/Gloves/FourGlovesStrDex3VerisiumUnique1	Deathblow
Metadata/Items/Armours/Gloves/FourGlovesStrDex4VerisiumUnique1	Valako's Vice
Metadata/Items/Armours/Gloves/FourGlovesStrDex5VerisiumUnique1	Aerisvane's Wings
Metadata/Items/Armours/Gloves/FourGlovesStrInt1VerisiumUnique1	Gravebind
Metadata/Items/Armours/Gloves/FourGlovesStrInt2VerisiumUnique1	Shackles of the Wretched
Metadata/Items/Armours/Gloves/FourGlovesStrInt3VerisiumUnique1	Blueflame Bracers
Metadata/Items/Armours/Gloves/FourGlovesStrInt4VerisiumUnique1	The Prisoner's Manacles
Metadata/Items/Armours/Gloves/FourGlovesDexInt1VerisiumUnique1	Plaguefinger
Metadata/Items/Armours/Gloves/FourGlovesDexInt2VerisiumUnique1	Killjoy
Metadata/Items/Armours/Gloves/FourGlovesDexInt5VerisiumUnique1	Essentia Sanguis
Metadata/Items/Armours/Gloves/FourGlovesDexInt6VerisiumUnique1	Thunderfist
Metadata/Items/Armours/Boots/FourBootsStr1VerisiumUnique1	Legionstride
Metadata/Items/Armours/Boots/FourBootsStr2VerisiumUnique1	Corpsewade
Metadata/Items/Armours/Boots/FourBootsStr3VerisiumUnique1	The Infinite Pursuit
Metadata/Items/Armours/Boots/FourBootsStr4VerisiumUnique1	Trampletoe
Metadata/Items/Armours/Boots/FourBootsStr5VerisiumUnique1	Birth of Fury
Metadata/Items/Armours/Boots/FourBootsDex2VerisiumUnique1	Briarpatch
Metadata/Items/Armours/Boots/FourBootsDex3VerisiumUnique1	Gamblesprint
Metadata/Items/Armours/Boots/FourBootsDex4VerisiumUnique1	Thunderstep
Metadata/Items/Armours/Boots/FourBootsDex5VerisiumUnique1	Bushwhack
Metadata/Items/Armours/Boots/FourBootsDex2EndgameVerisiumUnique1	Briarpatch
Metadata/Items/Armours/Boots/FourBootsInt1VerisiumUnique1	Luminous Pace
Metadata/Items/Armours/Boots/FourBootsInt2VerisiumUnique1	Wanderlust
Metadata/Items/Armours/Boots/FourBootsInt3VerisiumUnique1	Bones of Ullr
Metadata/Items/Armours/Boots/FourBootsInt4VerisiumUnique1	Wondertrap
Metadata/Items/Armours/Boots/FourBootsInt5VerisiumUnique1	Windscream
Metadata/Items/Armours/Boots/FourBootsStrDex1VerisiumUnique1	The Knight-errant
Metadata/Items/Armours/Boots/FourBootsStrDex2VerisiumUnique1	Darkray Vectors
Metadata/Items/Armours/Boots/FourBootsStrDex3VerisiumUnique1	Obern's Bastion
Metadata/Items/Armours/Boots/FourBootsStrDex4VerisiumUnique1	Shankgonne
Metadata/Items/Armours/Boots/FourBootsStrInt2VerisiumUnique1	Wake of Destruction
Metadata/Items/Armours/Boots/FourBootsDexInt2VerisiumUnique1	Ghostmarch
Metadata/Items/Armours/Boots/FourBootsDexInt3VerisiumUnique1	Powertread
Metadata/Items/Armours/Shields/FourShieldStr1VerisiumUnique1	Dionadair
Metadata/Items/Armours/Shields/FourShieldStr2VerisiumUnique1	Wulfsbane
Metadata/Items/Armours/Shields/FourShieldStr3VerisiumUnique1	Doomgate
Metadata/Items/Armours/Shields/FourShieldStr4VerisiumUnique1	Window to Paradise
Metadata/Items/Armours/Shields/FourShieldStr5VerisiumUnique1	The Wailing Wall
Metadata/Items/Armours/Shields/FourShieldStr6VerisiumUnique1	Lycosidae
Metadata/Items/Armours/Shields/FourShieldStr7VerisiumUnique1	Redblade Banner
Metadata/Items/Armours/Shields/FourShieldStr13VerisiumUnique1	Chernobog's Pillar
Metadata/Items/Armours/Shields/FourShieldStr8EndgameVerisiumUnique1	The Surrender
Metadata/Items/Armours/Shields/FourShieldStrUnique1VerisiumUnique1	Lycosidae
Metadata/Items/Armours/Shields/FourShieldStrDex1VerisiumUnique1	Arvil's Wheel
Metadata/Items/Armours/Shields/FourShieldStrDex4VerisiumUnique1	Feathered Fortress
Metadata/Items/Armours/Shields/FourShieldStrInt1VerisiumUnique1	Alkem Eira
Metadata/Items/Armours/Shields/FourShieldStrInt2VerisiumUnique1	Oaksworn
Metadata/Items/Armours/Shields/FourShieldStrInt3VerisiumUnique1	Saffell's Frame
Metadata/Items/Armours/Shields/FourShieldStrInt4VerisiumUnique1	Crest of Ardura
Metadata/Items/Armours/Shields/FourShieldStrInt6VerisiumUnique1	Rise of the Phoenix
Metadata/Items/Armours/Shields/FourShieldDex1VerisiumUnique1	Dunkelhalt
Metadata/Items/Armours/Shields/FourShieldDex2VerisiumUnique1	Nocturne
Metadata/Items/Armours/Shields/FourShieldDex3VerisiumUnique1	Rondel de Ezo
Metadata/Items/Armours/Shields/FourShieldDex4VerisiumUnique1	Bloodbarrier
Metadata/Items/Armours/Shields/FourShieldDex5VerisiumUnique1	Kaltenhalt
Metadata/Items/Armours/Shields/FourShieldDex6VerisiumUnique1	Silverthorne
Metadata/Items/Armours/Shields/FourShieldDex11VerisiumUnique1	Calgyra's Arc
Metadata/Items/Armours/Shields/FourShieldDex12VerisiumUnique1	Sunsplinter
Metadata/Items/Armours/Shields/FourShieldStrInt2EndgameVerisiumUnique1	Oaksworn
Metadata/Items/Armours/Focii/FourFocus1VerisiumUnique1	Deathrattle
Metadata/Items/Armours/Focii/FourFocus2VerisiumUnique1	Threaded Light
Metadata/Items/Armours/Focii/FourFocus3VerisiumUnique1	Effigy of Cruelty
Metadata/Items/Armours/Focii/FourFocus4VerisiumUnique1	Carrion Call
Metadata/Items/Armours/Focii/FourFocus5VerisiumUnique1	Serpent's Lesson
Metadata/Items/Armours/Focii/FourFocus6VerisiumUnique1	The Eternal Spark
Metadata/Items/Armours/Focii/FourFocus7VerisiumUnique1	Apep's Supremacy
Metadata/Items/Armours/Focii/FourFocus8VerisiumUnique1	Rathpith Globe
